"SubjectId" "Activity" "Measurement" "Mean"
1 "LAYING" "BodyBodyGyroMagnitudeFrequencyStdDev" -0.82431943968
1 "LAYING" "BodyBodyAngularVelocityMagnitudeFrequencyStdDev" -0.9326606676
1 "SITTING" "BodyAccelerationXTimeMean" 0.261237565425532
1 "SITTING" "BodyAccelerationYTimeMean" -0.00130828765170213
1 "SITTING" "BodyAccelerationZTimeMean" -0.104544182255319
1 "SITTING" "GravityAccelerationXTimeMean" 0.831509933404255
1 "SITTING" "GravityAccelerationYTimeMean" 0.204411592680851
1 "SITTING" "GravityAccelerationZTimeMean" 0.332043702765957
1 "SITTING" "BodyLinearAccelerationXTimeMean" 0.0774825199574468
1 "SITTING" "BodyLinearAccelerationYTimeMean" -0.000619102785106384
1 "SITTING" "BodyLinearAccelerationZTimeMean" -0.00336779235021277
1 "SITTING" "BodyGyroXTimeMean" -0.045350056512766
1 "SITTING" "BodyGyroYTimeMean" -0.0919241549361702
1 "SITTING" "BodyGyroZTimeMean" 0.0629313811914894
1 "SITTING" "BodyAngularVelocityXTimeMean" -0.0936793807234043
1 "SITTING" "BodyAngularVelocityYTimeMean" -0.0402118124255319
1 "SITTING" "BodyAngularVelocityZTimeMean" -0.046702627
1 "SITTING" "BodyAccelerationMagnitudeTimeMean" -0.948536786170213
1 "SITTING" "GravityAccelerationMagnitudeTimeMean" -0.948536786170213
1 "SITTING" "BodyLinearAccelerationMagnitudeTimeMean" -0.987364195531915
1 "SITTING" "BodyGyroMagnitudeTimeMean" -0.93089249
1 "SITTING" "BodyAngularVelocityMagnitudeTimeMean" -0.991976341276596
1 "SITTING" "BodyAccelerationXFrequencyMean" -0.979641238723404
1 "SITTING" "BodyAccelerationYFrequencyMean" -0.944084550425532
1 "SITTING" "BodyAccelerationZFrequencyMean" -0.959184889148936
1 "SITTING" "BodyLinearAccelerationXFrequencyMean" -0.986597022553191
1 "SITTING" "BodyLinearAccelerationYFrequencyMean" -0.981579467021277
1 "SITTING" "BodyLinearAccelerationZFrequencyMean" -0.986053092340425
1 "SITTING" "BodyGyroXFrequencyMean" -0.976161464042553
1 "SITTING" "BodyGyroYFrequencyMean" -0.975838585319149
1 "SITTING" "BodyGyroZFrequencyMean" -0.951315544468085
1 "SITTING" "BodyAccelerationMagnitudeFrequencyMean" -0.947782922553192
1 "SITTING" "BodyBodyLinearAccelerationMagnitudeFrequencyMean" -0.985262126808511
1 "SITTING" "BodyBodyGyroMagnitudeFrequencyMean" -0.958435589361702
1 "SITTING" "BodyBodyAngularVelocityMagnitudeFrequencyMean" -0.989797547234043
1 "SITTING" "BodyAccelerationXTimeStdDev" -0.977229008297872
1 "SITTING" "BodyAccelerationYTimeStdDev" -0.922618641914894
1 "SITTING" "BodyAccelerationZTimeStdDev" -0.93958629106383
1 "SITTING" "GravityAccelerationXTimeStdDev" -0.968457145744681
1 "SITTING" "GravityAccelerationYTimeStdDev" -0.935517055957447
1 "SITTING" "GravityAccelerationZTimeStdDev" -0.949040933191489
1 "SITTING" "BodyLinearAccelerationXTimeStdDev" -0.986430711276596
1 "SITTING" "BodyLinearAccelerationYTimeStdDev" -0.981371965319149
1 "SITTING" "BodyLinearAccelerationZTimeStdDev" -0.987910804468085
1 "SITTING" "BodyGyroXTimeStdDev" -0.977211283191489
1 "SITTING" "BodyGyroYTimeStdDev" -0.966473895319149
1 "SITTING" "BodyGyroZTimeStdDev" -0.941425920851064
1 "SITTING" "BodyAngularVelocityXTimeStdDev" -0.99173159212766
1 "SITTING" "BodyAngularVelocityYTimeStdDev" -0.989518068510638
1 "SITTING" "BodyAngularVelocityZTimeStdDev" -0.987935806382979
1 "SITTING" "BodyAccelerationMagnitudeTimeStdDev" -0.927078418723404
1 "SITTING" "GravityAccelerationMagnitudeTimeStdDev" -0.927078418723404
1 "SITTING" "BodyLinearAccelerationMagnitudeTimeStdDev" -0.984120024042553
1 "SITTING" "BodyGyroMagnitudeTimeStdDev" -0.934531840425532
1 "SITTING" "BodyAngularVelocityMagnitudeTimeStdDev" -0.988308728510638
1 "SITTING" "BodyAccelerationXFrequencyStdDev" -0.976412313191489
1 "SITTING" "BodyAccelerationYFrequencyStdDev" -0.917275006382979
1 "SITTING" "BodyAccelerationZFrequencyStdDev" -0.934469558085106
1 "SITTING" "BodyLinearAccelerationXFrequencyStdDev" -0.987492994468085
1 "SITTING" "BodyLinearAccelerationYFrequencyStdDev" -0.982513909574468
1 "SITTING" "BodyLinearAccelerationZFrequencyStdDev" -0.988339184893617
1 "SITTING" "BodyGyroXFrequencyStdDev" -0.977904227021277
1 "SITTING" "BodyGyroYFrequencyStdDev" -0.962345042553192
1 "SITTING" "BodyGyroZFrequencyStdDev" -0.94391784106383
1 "SITTING" "BodyAccelerationMagnitudeFrequencyStdDev" -0.928444801702128
1 "SITTING" "BodyBodyLinearAccelerationMagnitudeFrequencyStdDev" -0.981606177446808
1 "SITTING" "BodyBodyGyroMagnitudeFrequencyStdDev" -0.932198374893617
1 "SITTING" "BodyBodyAngularVelocityMagnitudeFrequencyStdDev" -0.987049617234043
1 "STANDING" "BodyAccelerationXTimeMean" 0.278917629056604
1 "STANDING" "BodyAccelerationYTimeMean" -0.0161375901037736
1 "STANDING" "BodyAccelerationZTimeMean" -0.110601817735849
1 "STANDING" "GravityAccelerationXTimeMean" 0.942952000377358
1 "STANDING" "GravityAccelerationYTimeMean" -0.272983832264151
1 "STANDING" "GravityAccelerationZTimeMean" 0.0134905823226415
1 "STANDING" "BodyLinearAccelerationXTimeMean" 0.0753766542264151
1 "STANDING" "BodyLinearAccelerationYTimeMean" 0.00797573092830189
1 "STANDING" "BodyLinearAccelerationZTimeMean" -0.00368524954709434
1 "STANDING" "BodyGyroXTimeMean" -0.0239877347979245
1 "STANDING" "BodyGyroYTimeMean" -0.0593972209811321
1 "STANDING" "BodyGyroZTimeMean" 0.074800751
1 "STANDING" "BodyAngularVelocityXTimeMean" -0.0996092129056604
1 "STANDING" "BodyAngularVelocityYTimeMean" -0.0440627877924528
1 "STANDING" "BodyAngularVelocityZTimeMean" -0.0489505466716981
1 "STANDING" "BodyAccelerationMagnitudeTimeMean" -0.984278207358491
1 "STANDING" "GravityAccelerationMagnitudeTimeMean" -0.984278207358491
1 "STANDING" "BodyLinearAccelerationMagnitudeTimeMean" -0.992367790566038
1 "STANDING" "BodyGyroMagnitudeTimeMean" -0.976493792830189
1 "STANDING" "BodyAngularVelocityMagnitudeTimeMean" -0.994966790566038
1 "STANDING" "BodyAccelerationXFrequencyMean" -0.995249932641509
1 "STANDING" "BodyAccelerationYFrequencyMean" -0.977070847735849
1 "STANDING" "BodyAccelerationZFrequencyMean" -0.985297098679245
1 "STANDING" "BodyLinearAccelerationXFrequencyMean" -0.994630797358491
1 "STANDING" "BodyLinearAccelerationYFrequencyMean" -0.985418704528302
1 "STANDING" "BodyLinearAccelerationZFrequencyMean" -0.990752166037736
1 "STANDING" "BodyGyroXFrequencyMean" -0.986386786037736
1 "STANDING" "BodyGyroYFrequencyMean" -0.988984455849057
1 "STANDING" "BodyGyroZFrequencyMean" -0.980773122830189
1 "STANDING" "BodyAccelerationMagnitudeFrequencyMean" -0.985356361132075
1 "STANDING" "BodyBodyLinearAccelerationMagnitudeFrequencyMean" -0.99254247754717
1 "STANDING" "BodyBodyGyroMagnitudeFrequencyMean" -0.984617623396226
1 "STANDING" "BodyBodyAngularVelocityMagnitudeFrequencyMean" -0.994815376981132
1 "STANDING" "BodyAccelerationXTimeStdDev" -0.995759901509434
1 "STANDING" "BodyAccelerationYTimeStdDev" -0.973190056415094
1 "STANDING" "BodyAccelerationZTimeStdDev" -0.979775876981132
1 "STANDING" "GravityAccelerationXTimeStdDev" -0.99376298509434
1 "STANDING" "GravityAccelerationYTimeStdDev" -0.981225957924528
1 "STANDING" "GravityAccelerationZTimeStdDev" -0.976324063584906
1 "STANDING" "BodyLinearAccelerationXTimeStdDev" -0.994604542264151
1 "STANDING" "BodyLinearAccelerationYTimeStdDev" -0.98564873245283
1 "STANDING" "BodyLinearAccelerationZTimeStdDev" -0.992251177358491
1 "STANDING" "BodyGyroXTimeStdDev" -0.987191946603774
1 "STANDING" "BodyGyroYTimeStdDev" -0.98773444
1 "STANDING" "BodyGyroZTimeStdDev" -0.980645626981132
1 "STANDING" "BodyAngularVelocityXTimeStdDev" -0.992945106981132
1 "STANDING" "BodyAngularVelocityYTimeStdDev" -0.995137917358491
1 "STANDING" "BodyAngularVelocityZTimeStdDev" -0.992108467169811
1 "STANDING" "BodyAccelerationMagnitudeTimeStdDev" -0.981942928867925
1 "STANDING" "GravityAccelerationMagnitudeTimeStdDev" -0.981942928867925
1 "STANDING" "BodyLinearAccelerationMagnitudeTimeStdDev" -0.993096209433962
1 "STANDING" "BodyGyroMagnitudeTimeStdDev" -0.978690028679245
1 "STANDING" "BodyAngularVelocityMagnitudeTimeStdDev" -0.994733238679245
1 "STANDING" "BodyAccelerationXFrequencyStdDev" -0.99602834509434
1 "STANDING" "BodyAccelerationYFrequencyStdDev" -0.972293102075472
1 "STANDING" "BodyAccelerationZFrequencyStdDev" -0.977937259622642
1 "STANDING" "BodyLinearAccelerationXFrequencyStdDev" -0.995073759245283
1 "STANDING" "BodyLinearAccelerationYFrequencyStdDev" -0.987018226792453
1 "STANDING" "BodyLinearAccelerationZFrequencyStdDev" -0.992349818113208
1 "STANDING" "BodyGyroXFrequencyStdDev" -0.987497128679245
1 "STANDING" "BodyGyroYFrequencyStdDev" -0.987107727735849
1 "STANDING" "BodyGyroZFrequencyStdDev" -0.98234533
1 "STANDING" "BodyAccelerationMagnitudeFrequencyStdDev" -0.982313804716981
1 "STANDING" "BodyBodyLinearAccelerationMagnitudeFrequencyStdDev" -0.992536003396226
1 "STANDING" "BodyBodyGyroMagnitudeFrequencyStdDev" -0.978466072075472
1 "STANDING" "BodyBodyAngularVelocityMagnitudeFrequencyStdDev" -0.994671123207547
1 "WALKING" "BodyAccelerationXTimeMean" 0.277330758736842
1 "WALKING" "BodyAccelerationYTimeMean" -0.0173838185273684
1 "WALKING" "BodyAccelerationZTimeMean" -0.111148103547368
1 "WALKING" "GravityAccelerationXTimeMean" 0.935223201473684
1 "WALKING" "GravityAccelerationYTimeMean" -0.282165021263158
1 "WALKING" "GravityAccelerationZTimeMean" -0.068102864
1 "WALKING" "BodyLinearAccelerationXTimeMean" 0.0740416333157895
1 "WALKING" "BodyLinearAccelerationYTimeMean" 0.0282721095884211
1 "WALKING" "BodyLinearAccelerationZTimeMean" -0.00416840617789474
1 "WALKING" "BodyGyroXTimeMean" -0.041830963526
1 "WALKING" "BodyGyroYTimeMean" -0.0695300462115789
1 "WALKING" "BodyGyroZTimeMean" 0.0849448173042105
1 "WALKING" "BodyAngularVelocityXTimeMean" -0.0899975423705263
1 "WALKING" "BodyAngularVelocityYTimeMean" -0.0398428709463158
1 "WALKING" "BodyAngularVelocityZTimeMean" -0.0461309295021053
1 "WALKING" "BodyAccelerationMagnitudeTimeMean" -0.136971176556842
1 "WALKING" "GravityAccelerationMagnitudeTimeMean" -0.136971176556842
1 "WALKING" "BodyLinearAccelerationMagnitudeTimeMean" -0.141428809031579
1 "WALKING" "BodyGyroMagnitudeTimeMean" -0.160979552536842
1 "WALKING" "BodyAngularVelocityMagnitudeTimeMean" -0.298703679084211
1 "WALKING" "BodyAccelerationXFrequencyMean" -0.202794306326316
1 "WALKING" "BodyAccelerationYFrequencyMean" 0.0897127264021053
1 "WALKING" "BodyAccelerationZFrequencyMean" -0.331560117789474
1 "WALKING" "BodyLinearAccelerationXFrequencyMean" -0.170546964549579
1 "WALKING" "BodyLinearAccelerationYFrequencyMean" -0.0352255241130632
1 "WALKING" "BodyLinearAccelerationZFrequencyMean" -0.468999224631579
1 "WALKING" "BodyGyroXFrequencyMean" -0.339032197115789
1 "WALKING" "BodyGyroYFrequencyMean" -0.103059416434737
1 "WALKING" "BodyGyroZFrequencyMean" -0.255940940315789
1 "WALKING" "BodyAccelerationMagnitudeFrequencyMean" -0.128623450629474
1 "WALKING" "BodyBodyLinearAccelerationMagnitudeFrequencyMean" -0.0571194000343158
1 "WALKING" "BodyBodyGyroMagnitudeFrequencyMean" -0.199252568986316
1 "WALKING" "BodyBodyAngularVelocityMagnitudeFrequencyMean" -0.319308593778947
1 "WALKING" "BodyAccelerationXTimeStdDev" -0.283740258842105
1 "WALKING" "BodyAccelerationYTimeStdDev" 0.114461336747368
1 "WALKING" "BodyAccelerationZTimeStdDev" -0.260027902210526
1 "WALKING" "GravityAccelerationXTimeStdDev" -0.976609642526316
1 "WALKING" "GravityAccelerationYTimeStdDev" -0.971305961473684
1 "WALKING" "GravityAccelerationZTimeStdDev" -0.947717226105263
1 "WALKING" "BodyLinearAccelerationXTimeStdDev" -0.113615602435789
1 "WALKING" "BodyLinearAccelerationYTimeStdDev" 0.0670025007684211
1 "WALKING" "BodyLinearAccelerationZTimeStdDev" -0.502699788526316
1 "WALKING" "BodyGyroXTimeStdDev" -0.473535485894737
1 "WALKING" "BodyGyroYTimeStdDev" -0.0546077686594737
1 "WALKING" "BodyGyroZTimeStdDev" -0.344266629473684
1 "WALKING" "BodyAngularVelocityXTimeStdDev" -0.207421854757895
1 "WALKING" "BodyAngularVelocityYTimeStdDev" -0.304468510631579
1 "WALKING" "BodyAngularVelocityZTimeStdDev" -0.404255452631579
1 "WALKING" "BodyAccelerationMagnitudeTimeStdDev" -0.219688645631579
1 "WALKING" "GravityAccelerationMagnitudeTimeStdDev" -0.219688645631579
1 "WALKING" "BodyLinearAccelerationMagnitudeTimeStdDev" -0.0744717500625263
1 "WALKING" "BodyGyroMagnitudeTimeStdDev" -0.186978364526316
1 "WALKING" "BodyAngularVelocityMagnitudeTimeStdDev" -0.325324878894737
1 "WALKING" "BodyAccelerationXFrequencyStdDev" -0.319134719578947
1 "WALKING" "BodyAccelerationYFrequencyStdDev" 0.056040006846
1 "WALKING" "BodyAccelerationZFrequencyStdDev" -0.279686751494737
1 "WALKING" "BodyLinearAccelerationXFrequencyStdDev" -0.133586606326316
1 "WALKING" "BodyLinearAccelerationYFrequencyStdDev" 0.106739857136
1 "WALKING" "BodyLinearAccelerationZFrequencyStdDev" -0.534713440421053
1 "WALKING" "BodyGyroXFrequencyStdDev" -0.516691938736842
1 "WALKING" "BodyGyroYFrequencyStdDev" -0.0335081597884211
1 "WALKING" "BodyGyroZFrequencyStdDev" -0.436562227473684
1 "WALKING" "BodyAccelerationMagnitudeFrequencyStdDev" -0.398032586842105
1 "WALKING" "BodyBodyLinearAccelerationMagnitudeFrequencyStdDev" -0.103492403002105
1 "WALKING" "BodyBodyGyroMagnitudeFrequencyStdDev" -0.321017953894737
1 "WALKING" "BodyBodyAngularVelocityMagnitudeFrequencyStdDev" -0.381601911789474
1 "WALKING_DOWNSTAIRS" "BodyAccelerationXTimeMean" 0.289188320408163
1 "WALKING_DOWNSTAIRS" "BodyAccelerationYTimeMean" -0.00991850461020408
1 "WALKING_DOWNSTAIRS" "BodyAccelerationZTimeMean" -0.107566190908163
1 "WALKING_DOWNSTAIRS" "GravityAccelerationXTimeMean" 0.931874418979592
1 "WALKING_DOWNSTAIRS" "GravityAccelerationYTimeMean" -0.266610338979592
1 "WALKING_DOWNSTAIRS" "GravityAccelerationZTimeMean" -0.0621199585938775
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationXTimeMean" 0.0541553164897959
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationYTimeMean" 0.0296504490408163
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationZTimeMean" -0.0109719730183673
1 "WALKING_DOWNSTAIRS" "BodyGyroXTimeMean" -0.0350781902989796
1 "WALKING_DOWNSTAIRS" "BodyGyroYTimeMean" -0.0909371290204082
1 "WALKING_DOWNSTAIRS" "BodyGyroZTimeMean" 0.0900850142030612
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityXTimeMean" -0.0739592036271429
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityYTimeMean" -0.0439902783367347
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityZTimeMean" -0.0270461061061224
1 "WALKING_DOWNSTAIRS" "BodyAccelerationMagnitudeTimeMean" 0.0271882914106122
1 "WALKING_DOWNSTAIRS" "GravityAccelerationMagnitudeTimeMean" 0.0271882914106122
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationMagnitudeTimeMean" -0.0894474807979592
1 "WALKING_DOWNSTAIRS" "BodyGyroMagnitudeTimeMean" -0.0757412543673469
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityMagnitudeTimeMean" -0.295463843346939
1 "WALKING_DOWNSTAIRS" "BodyAccelerationXFrequencyMean" 0.0382291831510204
1 "WALKING_DOWNSTAIRS" "BodyAccelerationYFrequencyMean" 0.00154990783591837
1 "WALKING_DOWNSTAIRS" "BodyAccelerationZFrequencyMean" -0.225574471693878
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationXFrequencyMean" -0.0276638676122449
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationYFrequencyMean" -0.12866715764898
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationZFrequencyMean" -0.288334735714286
1 "WALKING_DOWNSTAIRS" "BodyGyroXFrequencyMean" -0.352449631363265
1 "WALKING_DOWNSTAIRS" "BodyGyroYFrequencyMean" -0.0557022524693878
1 "WALKING_DOWNSTAIRS" "BodyGyroZFrequencyMean" -0.0318694271979592
1 "WALKING_DOWNSTAIRS" "BodyAccelerationMagnitudeFrequencyMean" 0.0965845343040816
1 "WALKING_DOWNSTAIRS" "BodyBodyLinearAccelerationMagnitudeFrequencyMean" 0.0262184949326531
1 "WALKING_DOWNSTAIRS" "BodyBodyGyroMagnitudeFrequencyMean" -0.185720285744898
1 "WALKING_DOWNSTAIRS" "BodyBodyAngularVelocityMagnitudeFrequencyMean" -0.281963359177551
1 "WALKING_DOWNSTAIRS" "BodyAccelerationXTimeStdDev" 0.0300353383483878
1 "WALKING_DOWNSTAIRS" "BodyAccelerationYTimeStdDev" -0.0319359434489796
1 "WALKING_DOWNSTAIRS" "BodyAccelerationZTimeStdDev" -0.230434213204082
1 "WALKING_DOWNSTAIRS" "GravityAccelerationXTimeStdDev" -0.950559811632653
1 "WALKING_DOWNSTAIRS" "GravityAccelerationYTimeStdDev" -0.937018658979592
1 "WALKING_DOWNSTAIRS" "GravityAccelerationZTimeStdDev" -0.895939695102041
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationXTimeStdDev" -0.012283860544898
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationYTimeStdDev" -0.101601390640816
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationZTimeStdDev" -0.345735032326531
1 "WALKING_DOWNSTAIRS" "BodyGyroXTimeStdDev" -0.458030542938775
1 "WALKING_DOWNSTAIRS" "BodyGyroYTimeStdDev" -0.126349194938775
1 "WALKING_DOWNSTAIRS" "BodyGyroZTimeStdDev" -0.124702454242857
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityXTimeStdDev" -0.487027342244898
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityYTimeStdDev" -0.238824827530612
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityZTimeStdDev" -0.268761480242857
1 "WALKING_DOWNSTAIRS" "BodyAccelerationMagnitudeTimeStdDev" 0.0198843506265306
1 "WALKING_DOWNSTAIRS" "GravityAccelerationMagnitudeTimeStdDev" 0.0198843506265306
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationMagnitudeTimeStdDev" -0.0257877197081633
1 "WALKING_DOWNSTAIRS" "BodyGyroMagnitudeTimeStdDev" -0.225724368061224
1 "WALKING_DOWNSTAIRS" "BodyAngularVelocityMagnitudeTimeStdDev" -0.306510645530612
1 "WALKING_DOWNSTAIRS" "BodyAccelerationXFrequencyStdDev" 0.0243308391387755
1 "WALKING_DOWNSTAIRS" "BodyAccelerationYFrequencyStdDev" -0.112963739953061
1 "WALKING_DOWNSTAIRS" "BodyAccelerationZFrequencyStdDev" -0.297927894693878
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationXFrequencyStdDev" -0.0863278966402041
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationYFrequencyStdDev" -0.134580008877551
1 "WALKING_DOWNSTAIRS" "BodyLinearAccelerationZFrequencyStdDev" -0.401721464285714
1 "WALKING_DOWNSTAIRS" "BodyGyroXFrequencyStdDev" -0.495422486102041
1 "WALKING_DOWNSTAIRS" "BodyGyroYFrequencyStdDev" -0.181414728657143
1 "WALKING_DOWNSTAIRS" "BodyGyroZFrequencyStdDev" -0.238443565306122
1 "WALKING_DOWNSTAIRS" "BodyAccelerationMagnitudeFrequencyStdDev" -0.186530301073469
1 "WALKING_DOWNSTAIRS" "BodyBodyLinearAccelerationMagnitudeFrequencyStdDev" -0.104052260726531
1 "WALKING_DOWNSTAIRS" "BodyBodyGyroMagnitudeFrequencyStdDev" -0.398350390122449
1 "WALKING_DOWNSTAIRS" "BodyBodyAngularVelocityMagnitudeFrequencyStdDev" -0.391919876612245
1 "WALKING_UPSTAIRS" "BodyAccelerationXTimeMean" 0.255461689622641
1 "WALKING_UPSTAIRS" "BodyAccelerationYTimeMean" -0.0239531492643396
1 "WALKING_UPSTAIRS" "BodyAccelerationZTimeMean" -0.0973020020943396
1 "WALKING_UPSTAIRS" "GravityAccelerationXTimeMean" 0.89335109754717
1 "WALKING_UPSTAIRS" "GravityAccelerationYTimeMean" -0.362153364339623
1 "WALKING_UPSTAIRS" "GravityAccelerationZTimeMean" -0.075402939754717
1 "WALKING_UPSTAIRS" "BodyLinearAccelerationXTimeMean" 0.101372729922642
1 "WALKING_UPSTAIRS" "BodyLinearAccelerationYTimeMean" 0.0194863076188679
1 "WALKING_UPSTAIRS" "BodyLinearAccelerationZTimeMean" -0.0455625449113208
1 "WALKING_UPSTAIRS" "BodyGyroXTimeMean" 0.050549379754717
1 "WALKING_UPSTAIRS" "BodyGyroYTimeMean" -0.166170015088679
1 "WALKING_UPSTAIRS" "BodyGyroZTimeMean" 0.0583595463981132
1 "WALKING_UPSTAIRS" "BodyAngularVelocityXTimeMean" -0.122232768011321
1 "WALKING_UPSTAIRS" "BodyAngularVelocityYTimeMean" -0.0421485884509434
1 "WALKING_UPSTAIRS" "BodyAngularVelocityZTimeMean" -0.0407125527654717
1 "WALKING_UPSTAIRS" "BodyAccelerationMagnitudeTimeMean" -0.129927630735849
1 "WALKING_UPSTAIRS" "GravityAccelerationMagnitudeTimeMean" -0.129927630735849
1 "WALKING_UPSTAIRS" "BodyLinearAccelerationMagnitudeTimeMean" -0.466503446226415
1 "WALKING_UPSTAIRS" "BodyGyroMagnitudeTimeMean" -0.126735589969811
1 "WALKING_UPSTAIRS" "BodyAngularVelocityMagnitudeTimeMean" -0.59488286509434
1 "WALKING_UPSTAIRS" "BodyAccelerationXFrequencyMean" -0.404321784150943
1 "WALKING_UPSTAIRS" "BodyAccelerationYFrequencyMean" -0.190976720811321
1 "WALKING_UPSTAIRS" "BodyAccelerationZFrequencyMean" -0.433349702075472
